"['4등분하다', '슬다', '자르다', '썰다']"
"['Cooperage등(이)가있다', '표현하다']"
"['가져오게되다', '불러오다', '예측하다', '초래하다', '가져다주다', '맞이하다', '지켜보다', '반영하다', '기대하다', '기록하다', '받아들이다', '살펴보다', '가져오다', '확인하다', '기다리다', '소개하다', '이루다', '원하다', '어렵다', '힘들다', '알다']"
"['가져오아껴안다', '껴안다', '지탱하다', '감싸다', '붙이다', '완성하다', '치다', '잡다', '올리다', '사용하다']"
"['가중시키다', '견디다', '이기다', '극복하다', '잊다', '겪다', '줄이다']"
"['가하아가공하다', '가공하다']"
"['가하아제조하다', '제조하다', '함유되다', '풍부하다', '섭취하다', '크다', '먹다']"
"['각색하다', '발표하다', '시작하다', '쓰다']"
"['각오하다', '기다리다']"
"['간과하다', '알다']"
"['간단하게만들다', '간단하다', '차리다', '건강하다', '해결하다', '특별하다', '기다리다', '새롭다', '해보다', '활용하다', '쉽다', '끓이다', '준비하다', '굽다', '맛있다', '시작하다', '즐기다', '크다', '쓰다', '먹다']"
"['간단하게하다', '간편하게하다', '없애다', '먹다']"
"['간단히따르제거하다', '제거하다']"
"['간절하다', '크다']"
"['간절하아지다', '절로들다', '간절하다', '교차하다', '정리되다', '반영되다', '앞서다', '전혀없다', '많이들다', '커지다', '사라지다', '가득하다', '깊다', '걸다', '변하다', '바뀌다', '강하다', '중요하다', '생기다', '찾다', '시작하다', '크다', '먹다']"
"['간직하게하다', '섞간직하게하다', '사용하다']"
"['간질이다', '찌르다', '자극하다']"
"['갈아거르다', '붓다', '사용하다']"
"['갈아내리다', '갈아거르다', '거르다', '붓다', '사용하다']"
"['갈아담다', '식히다', '붓다', '섞다', '준비하다', '크다']"
"['갈아붓다', '가라앉히다', '갈아주다', '갈다', '갈아넣다', '띄우다', '거르다', '반죽하다', '건지다', '죽다', '식히다', '없애다', '썰어넣다', '빚다', '풀다', '보관하다', '익다', '말리다', '치다', '짜다', '붓다', '뿌리다', '제거하다', '볶다', '섞다', '빼다', '끓이다', '준비하다', '작다', '마시다', '올리다', '사용하다', '크다', '쓰다', '먹다']"
"['갈아뿌리다', '갈아넣다', '뿌리다', '섞다', '사용하다', '쓰다', '먹다']"
"['갈아사용하다', '갈아내리다', '갈아섞다', '갈아준비하다', '갈아거르다', '갈아다', '갈아담다', '갈아주다', '갈다', '갈아넣다', '거르다', '식히다', '썰어넣다', '보관하다', '완성하다', '트다', '붓다', '볶다', '섞다', '빼다', '끓이다', '썰다', '준비하다', '마시다', '사용하다', '크다']"
"['갈아섞다', '갈아주다', '갈다', '갈아넣다', '섞다', '빼다', '썰다']"
"['갈아소스(을)를만들다', '섞어양념장(을)를만들다', '갈아주다', '갈다', '거르다', '반죽하다', '양념하다', '건지다', '썰어다', '으깨다', '입히다', '무치다', '재우다', '식히다', '싸다', '썰어넣다', '버무리다', '빚다', '보관하다', '완성하다', '키우다', '말리다', '붓다', '뿌리다', '볶다', '섞다', '빼다', '끓이다', '썰다', '준비하다', '작다', '마시다', '올리다', '사용하다', '크다', '쓰다', '먹다']"
"['갈아준비하다', '갈아주다', '갈다', '갈아넣다', '섞다', '빼다', '썰다']"
"['갈아짜다', '짜다']"
"['갈아서넣다', '갈아넣다', '빼다']"
"['갈아서뿌리다', '갈아뿌리다', '갈아다', '뿌리어다', '갈아넣다', '뿌리어먹다', '첨가하다', '제외하다', '뿌리다', '섞다', '사용하다', '쓰다', '먹다']"
"['갈색이다', '띠다']"
"['갈아엎다', '일구다', '소유하다', '가꾸다', '심다', '고르다']"
"['감동(을)를주다', '즐거움(을)를주다', '피해(을)를주다', '사랑(을)를받다', '유용하다', '베풀다', '감사하다', '고맙다', '끼치다', '털어놓다', '건네다', '익숙하다', '사랑받다', '효과적이다', '권하다', '인정받다', '제격이다', '물어보다', '잘맞다', '적합하다', '선물하다', '매력적이다', '설명하다', '전달하다', '일으키다', '미치다', '바라다', '알리다', '추천하다', '묻다', '전하다', '적당하다', '알리어지다', '부족하다', '제공하다', '잘하다', '맞추다', '얻다', '보내다', '중요하다', '말하다', '괜찮다', '필요하다', '어렵다', '쉽다', '갖다', '힘들다', '어울리다', '생기다', '팔다', '맛있다', '좋아하다', '살다', '크다', '쓰다', '먹다']"
"['감동하다', '생기다', '크다']"
"['감동적이다', '모습이다', '장관이다', '어색하다', '귀엽다', '멋지다', '매력적이다', '띄다', '인상적이다', '예쁘다', '아름답다', '변하다', '비슷하다', '크다']"
"['감량하아유지하다', '유지하다']"
"['감별하아서내리다', '받아들이다', '힘들다']"
"['감소되다', '줄다', '줄어들다']"
"['감싸아제거하다', '없애다', '걷다', '제거하다', '빼다']"
"['감싸아쥐다', '받치다', '쓰다듬다', '굴리다', '지탱하다', '빼내다', '밀다', '깎다', '만지다', '손질하다', '감싸다', '붙이다', '풀다', '말리다', '치다', '자르다', '제거하다', '잡다', '볶다', '빼다', '올리다', '좋아하다', '쓰다', '먹다']"
"['감싸아짜다', '으깨어싸아서짜다', '으깨어짜다', '짜아서으깨다', '싸아서짜다', '올리어빼다', '으깨다', '없애다', '걷다', '짜다', '자르다', '뿌리다', '제거하다', '볶다', '빼다', '썰다', '준비하다', '올리다']"
"['감지되다', '일어나다']"
"['감탄하다', '생기다', '크다']"
"['갑작스럽다', '원하다', '크다']"
"['강연(을)를하다', '실시하다']"
"['강의하다', '가르치다']"
"['강하게나다', '솔솔나다', '거슬리다', '향긋하다', '찌르다', '구수하다', '강하아지다', '많이나다', '참좋다', '묻어나다', '풍기다', '강렬하다', '배다', '감돌다', '자극하다', '진하다', '퍼지다', '섞이다', '인상적이다', '올라오다', '사라지다', '약하다', '가득하다', '쓰이다', '어우러지다', '길다', '맵다', '빠지다', '강하다', '적다', '힘들다', '맛있다', '시작하다', '사용하다', '쓰다', '먹다']"
"['강하게들다', '많이들다', '강하다']"
"['강하아서먹다', '진하아지다', '한편이다', '배어나오다', '거슬리다', '하진않다', '우러나오다', '지배적이다', '조화되다', '강하아지다', '맴돌다', '가미되다', '많이나다', '살아나다', '우러나다', '일품이다', '감돌다', '세다', '매력적이다', '진하다', '특징이다', '증가하다', '퍼지다', '섞이다', '인상적이다', '아쉽다', '올라오다', '사라지다', '약하다', '뛰어나다', '어우러지다', '적당하다', '길다', '부족하다', '풍부하다', '빠지다', '강하다', '이루다', '부드럽다', '적다', '잡다', '어울리다', '생기다', '마시다', '맛있다', '즐기다', '사용하다', '먹다']"
"['갖추게되다', '확인하다', '갖추다', '표현하다', '유지하다', '어렵다', '알다']"
"['갖추어입다', '입다']"
"['개다', '벗기다', '깔다', '보관하다']"
"['개어식히다', '식히다']"
"['개관하다', '설립하다', '짓다', '방문하다', '운영하다', '열다', '찾다']"
"['개발하아길다', '길다']"
"['개발하아풀어내다', '풀어내다']"
"['개봉되다', '개봉하다', '제작되다', '공개되다', '시작되다', '끝나다', '기다리다']"
"['개설되다', '시작되다', '끝나다', '열리다']"
"['개성있다', '멋지다', '아름답다', '이루다', '선보이다', '중요하다', '필요하다', '사용하다']"
"['개시하다', '시작하다']"
"['개업하다', '오픈하다', '운영하다', '열다', '찾다', '먹다']"
"['개운하게하다', '즐겁게하다', '사로잡다', '자극하다']"
"['개운하아지다', '아프다']"
"['개원하다', '설립하다', '오가다', '세우다', '찾아가다', '찾아오다', '방문하다', '운영하다', '열다', '이용하다', '선택하다', '찾다']"
"['개장하다', '개관하다', '앨범(을)를내다', '완공되다', '출판되다', '출판하다', '창업하다', '발행하다', '개업하다', '결성하다', '발간되다', '발간하다', '은퇴하다', '첫선(을)를보이다', '처음만들어지다', '인수하다', '발매하다', '귀국하다', '발표되다', '입사하다', '세계적이다', '조성되다', '복원하다', '설립되다', '심어지다', '학위(을)를받다', '기념하다', '지정하다', '공연하다', '복귀하다', '출간되다', '방영되다', '주최하다', '거머쥐다', '개설하다', '시행되다', '출간하다', '발매되다', '확대하다', '합격하다', '개봉하다', '본격적이다', '이혼하다', '세우어지다', '제작되다', '취득하다', '지정되다', '확대되다', '수확되다', '펴내다', '매입하다', '사망하다', '획득하다', '개최되다', '입학하다', '해당하다', '개발되다', '불과하다', '발견되다', '공개되다', '시행하다', '칭하다', '치르다', '촬영하다', '맺다', '설립하다', '참가하다', '작업하다', '졸업하다', '선정하다', '그만두다', '밟다', '수상하다', '계속되다', '출연하다', '비롯하다', '맞이하다', '개최하다', '선정되다', '성장하다', '오픈하다', '발표하다', '뛰다', '오래되다', '탄생하다', '소개되다', '인정받다', '팔리다', '성공하다', '결혼하다', '실시하다', '줄다', '펼치다', '개발하다', '기록하다', '투자하다', '수확하다', '모이다', '출시되다', '지속되다', '끝내다', '짧다', '태어나다', '세우다', '증가하다', '차지하다', '일으키다', '마련하다', '활동하다', '참여하다', '옮기다', '제작하다', '출시하다', '완성되다', '발생하다', '자랑하다', '재배하다', '맡다', '건강하다', '생산되다', '겪다', '서다', '심다', '이르다', '짓다', '찾아오다', '줄어들다', '훌륭하다', '가깝다', '방문하다', '시작되다', '일어나다', '자라다', '지내다', '올라가다', '모으다', '발견하다', '마치다', '전하다', '지키다', '진행되다', '이어지다', '생산하다', '갖추다', '입다', '쉬다', '알리어지다', '열리다', '아름답다', '부르다', '사용되다', '완성하다', '오르다', '줄이다', '이루어지다', '불리다', '운영하다', '바뀌다', '소개하다', '트다', '맞추다', '새롭다', '지나다', '찍다', '치다', '유명하다', '진행하다', '사다', '이루다', '구입하다', '바꾸다', '맛보다', '열다', '원하다', '얻다', '판매하다', '선보이다', '배우다', '타다', '보내다', '잡다', '갖다', '힘들다', '가능하다', '생기다', '작다', '팔다', '마시다', '찾다', '올리다', '알다', '좋아하다', '시작하다', '즐기다', '살다', '사용하다', '크다', '쓰다', '먹다']"
"['개척하아쌓다', '쌓다', '확인하다', '갖다', '알다']"
"['개최되다', '열리다']"
"['개최되어주목되다', '열리다']"
"['개최하아활용하다', '개장하아활용하다']"
"['거대하다', '변하다', '바뀌다', '먹다']"
"['거듭나다', '자리매김하다', '거듭나다', '꼽다', '잡다']"
"['거래되다', '팔리다']"
"['거론되다', '오르다']"
"['거론하다', '언급하다', '고민하다', '살펴보다', '가져오다', '알리다', '발견하다', '이야기하다', '읽다', '어렵다', '생각하다', '갖다', '찾다', '알다', '시작하다']"
"['거르어다', '싸아서짜다', '밭치다', '거르다', '없애다', '짜다', '제거하다']"
"['거르어담다', '붓다']"
"['거르어따로두다', '뜨어먹다', '머금다', '거르다', '우려내다', '좋아하들다', '시원하다', '맑다', '식히다', '뜨다', '풀다', '보관하다', '맞추다', '끓다', '짜다', '붓다', '맛보다', '제거하다', '곁들이다', '이용하다', '익히다', '섞다', '빼다', '끓이다', '생각하다', '준비하다', '마시다', '좋아하다', '즐기다', '사용하다', '쓰다', '먹다']"
"['거르어맑다', '싸아서짜다', '밭치다', '거르다', '없애다', '짜다', '제거하다']"
"['거르어제거하다', '밭치어제거하다', '없애다', '제거하다']"
"['거르어준비하다', '거르다', '짜다', '제거하다', '준비하다']"
"['거세다', '불다', '시작하다']"
"['거짓말(을)를하다', '바라다', '이해하다', '강하다', '원하다', '필요하다', '좋아하다', '크다']"
"['거창하다', '식당이다', '이름이다', '기억(이)가나다', '붙이어지다', '오르내리다', '유래되다', '기억나다', '유래하다', '일다', '재밌다', '비롯되다', '특이하다', '생소하다', '귀엽다', '라고하다', '뜻하다', '탄생하다', '재미있다', '붙다', '생각나다', '예쁘다', '쓰이다', '알리어지다', '길다', '사용되다', '오르다', '불리다', '바뀌다', '비슷하다', '모르다', '어렵다', '어울리다', '생기다', '맛있다', '알다', '크다', '먹다']"
"['거품내다', '거품(을)를내다', '핑하다', '올리다']"
"['건강하게하다', '유지하다']"
"['건너뛰다', '굶다', '해결하다', '먹다']"
"['건립되다', '개관하다', '앨범(을)를내다', '완공되다', '출판되다', '출판하다', '창업하다', '발행하다', '개업하다', '결성하다', '발간되다', '발간하다', '은퇴하다', '첫선(을)를보이다', '처음만들어지다', '인수하다', '발매하다', '귀국하다', '발표되다', '입사하다', '세계적이다', '조성되다', '복원하다', '설립되다', '심어지다', '학위(을)를받다', '기념하다', '지정하다', '공연하다', '복귀하다', '출간되다', '방영되다', '주최하다', '거머쥐다', '개설하다', '시행되다', '출간하다', '발매되다', '확대하다', '합격하다', '개봉하다', '본격적이다', '이혼하다', '세우어지다', '제작되다', '취득하다', '지정되다', '확대되다', '수확되다', '펴내다', '매입하다', '사망하다', '획득하다', '개최되다', '입학하다', '해당하다', '개발되다', '불과하다', '발견되다', '공개되다', '시행하다', '칭하다', '치르다', '촬영하다', '맺다', '설립하다', '참가하다', '작업하다', '졸업하다', '선정하다', '그만두다', '밟다', '수상하다', '계속되다', '출연하다', '비롯하다', '맞이하다', '개최하다', '선정되다', '성장하다', '오픈하다', '발표하다', '뛰다', '오래되다', '탄생하다', '소개되다', '인정받다', '팔리다', '성공하다', '결혼하다', '실시하다', '줄다', '펼치다', '개발하다', '기록하다', '투자하다', '수확하다', '모이다', '출시되다', '지속되다', '끝내다', '짧다', '태어나다', '세우다', '증가하다', '차지하다', '일으키다', '마련하다', '활동하다', '참여하다', '옮기다', '제작하다', '출시하다', '완성되다', '발생하다', '자랑하다', '재배하다', '맡다', '건강하다', '생산되다', '겪다', '서다', '심다', '이르다', '짓다', '찾아오다', '줄어들다', '훌륭하다', '가깝다', '방문하다', '시작되다', '일어나다', '자라다', '지내다', '올라가다', '모으다', '발견하다', '마치다', '전하다', '지키다', '진행되다', '이어지다', '생산하다', '갖추다', '입다', '쉬다', '알리어지다', '열리다', '아름답다', '부르다', '사용되다', '완성하다', '오르다', '줄이다', '이루어지다', '불리다', '운영하다', '바뀌다', '소개하다', '트다', '맞추다', '새롭다', '지나다', '찍다', '치다', '유명하다', '진행하다', '사다', '이루다', '구입하다', '바꾸다', '맛보다', '열다', '원하다', '얻다', '판매하다', '선보이다', '배우다', '타다', '보내다', '잡다', '갖다', '힘들다', '가능하다', '생기다', '작다', '팔다', '마시다', '찾다', '올리다', '알다', '좋아하다', '시작하다', '즐기다', '살다', '사용하다', '크다', '쓰다', '먹다']"
"['건립하다', '설립하다', '세우다', '방문하다', '운영하다', '이용하다', '찾다']"
"['건지넣다', '끓이어먹다', '잠기다', '양념하다', '건지다', '손질하다', '삶다', '식히다', '썰어넣다', '풀다', '차다', '불리다', '얹다', '익다', '끓다', '붓다', '익히다', '볶다', '섞다', '끓이다', '썰다', '크다', '쓰다', '먹다']"
"['건지담다', '자르아담다', '옮기어담다', '섞어담다', '썰어담다', '손질하다', '식히다', '깔다', '바르다', '붓다', '볶다', '빼다', '썰다', '준비하다', '올리다', '크다', '먹다']"
"['건지제거하다', '건지빼다', '밭치어제거하다', '올리어빼다', '건지어서빼다', '짜내다', '밭치어빼다', '건지어빼다', '머금다', '걷다', '짜다', '뿌리다', '제거하다', '볶다', '빼다', '올리다']"
"['건지어다', '썰다', '준비하다']"
"['건지어넣다', '빼다']"
"['건지어닦다', '없애다', '제거하다', '빼다']"
"['건지어담다', '썰어서담다', '자르아담다', '옮기어담다', '섞어담다', '썰어담다', '손질하다', '옮기다', '식히다', '깔다', '슬다', '튀기다', '얹다', '붓다', '뿌리다', '익히다', '볶다', '빼다', '썰다', '준비하다', '굽다', '올리다', '크다', '먹다']"
"['건지어먹다', '쓰다', '먹다']"
"['건지어빠지다', '빠지다']"
"['건지어식히다', '준비하아서담그아빼다', '준비하아담그아빼다', '썰어다', '없애다', '끓다', '자르다', '제거하다', '타다', '빼다', '썰다', '준비하다', '사용하다', '쓰다', '먹다']"
"['건지어썰다', '불리어썰다', '짜아서썰다', '썰어짜다', '씻어자르다', '자르아다', '손질하아썰다', '썰어담그다', '밑간하다', '저미다', '찢다', '헹구다', '가르다', '벗기어썰다', '양념하다', '털다', '절이다', '건지다', '썰어다', '굵다', '씻어썰다', '묻히다', '절이다', '무치다', '재우다', '걷다', '버무리다', '슬다', '끓다', '짜다', '자르다', '뿌리다', '제거하다', '볶다', '빼다', '썰다', '준비하다', '크다']"
"['건지어제거하다', '건지어닦다', '밭치어빼다', '건지어빼다', '털다', '없애다', '걷다', '짜다', '제거하다', '빼다']"
"['건지어짜다', '헹구어짜다', '밭치어빼다', '건지어빼다', '없애다', '짜다', '제거하다', '빼다']"
"['건지어털다', '짜다', '빼다']"
"['건지어헹구다', '밭치어헹구다', '삶아담그다', '헹구어건지다', '벗기어담그다', '삶아제거하다', '썰어헹구다', '씻어짜다', '건지어짜다', '씻어건지다', '건지어다', '건지어제거하다', '불리어짜다', '삶아다', '삶아서다', '삶아서헹구다', '썰어담그아빼다', '씻어담그아불리다', '헹구어짜다', '삶아건지어빼다', '식히어다', '헹구어건지어빼다', '건지어털다', '삶아빼다', '씻어밭치어빼다', '삶아헹구다', '건지어닦다', '불리어다', '삶아건지다', '헹구어빼다', '썰어짜다', '씻어담그다', '밭치다', '아리다', '타아서마시다', '우리다', '밭치어빼다', '썰어담그다', '씻어제거하다', '씻어불리다', '건지어빼다', '씻어빼다', '빼내다', '씻어다', '우려내다', '헹구다', '털다', '건지다', '썰어다', '비비다', '삶다', '식히다', '없애다', '마르다', '벗기다', '걷다', '풀다', '씻다', '불리다', '끓다', '빠지다', '짜다', '자르다', '제거하다', '타다', '빼다', '끓이다', '썰다', '준비하다', '마시다', '사용하다', '쓰다', '먹다']"
"['건지어서다', '건지다', '말리다', '짜다', '자르다', '뿌리다', '제거하다', '볶다', '빼다', '썰다', '준비하다', '올리다']"
"['건지어서넣다', '건지어넣다', '건지어빼다', '건지다', '깔다', '제거하다', '빼다']"
"['건지어서빼다', '건지어빼다', '빼다']"
"['건지어서썰다', '썰어먹다', '자르썰다', '자르아굽다', '썰어말리다', '썰어올리다', '썰어서담다', '썰어굽다', '썰어얹다', '썰어절이다', '썰어지다', '썰어무치다', '썰어볶다', '썰어다지다', '썰어준비하다', '썰어뿌리다', '썰어끓다', '썰어서넣다', '씻어서썰다', '손질하아썰다', '썰어담다', '썰어서다', '썰어두르다', '썰어담그다', '깎다', '부치다', '저미다', '찢다', '벗기어썰다', '양념하다', '절이다', '건지다', '썰어다', '펼치다', '씻어썰다', '입히다', '찍어먹다', '감싸다', '묻히다', '절이다', '무치다', '재우다', '뜨다', '벗기다', '썰어넣다', '깔다', '슬다', '튀기다', '얹다', '말리다', '끓다', '치다', '바르다', '짜다', '자르다', '뿌리다', '제거하다', '익히다', '볶다', '섞다', '빼다', '끓이다', '썰다', '준비하다', '굽다', '올리다', '사용하다', '크다', '먹다']"
"['건지어서안치어짓다', '백세하아안치어짓다', '안치어서짓다', '안치어짓다', '안치다', '식히다', '짓다', '찌다']"
"['건지어서헹구다', '밭치어헹구다', '삶아담그다', '헹구어건지다', '벗기어담그다', '삶아제거하다', '썰어헹구다', '씻어짜다', '건지어짜다', '씻어건지다', '건지어다', '건지어제거하다', '불리어짜다', '삶아다', '삶아서다', '삶아서헹구다', '썰어담그아빼다', '씻어담그아불리다', '헹구어짜다', '삶아건지어빼다', '식히어다', '헹구어건지어빼다', '건지어털다', '삶아빼다', '씻어밭치어빼다', '삶아헹구다', '건지어닦다', '불리어다', '삶아건지다', '헹구어빼다', '썰어짜다', '씻어담그다', '밭치다', '아리다', '타아서마시다', '우리다', '밭치어빼다', '썰어담그다', '씻어제거하다', '씻어불리다', '건지어빼다', '씻어빼다', '빼내다', '씻어다', '우려내다', '헹구다', '털다', '건지다', '썰어다', '비비다', '삶다', '식히다', '없애다', '마르다', '벗기다', '걷다', '풀다', '씻다', '불리다', '끓다', '빠지다', '짜다', '자르다', '제거하다', '타다', '빼다', '끓이다', '썰다', '준비하다', '마시다', '사용하다', '쓰다', '먹다']"
